.	0	2	11	22	27	32	37	
.	111	2	7	11	22	27	32	37	42	
.	111	27537	217600	4751144	7025091	10292197	15124113	21275332	30361577	
.	112	2	7	11	22	27	32	37	42	
.	112	24463	215530	4872793	7080137	10596839	15134795	21379289	30361577	
.	113	2	7	11	22	27	32	37	42	
.	113	22169	219398	5022671	7282116	10846926	15438711	21492695	30361577	
.	114	2	7	11	22	27	32	37	42	
.	114	22467	223081	5206076	7504104	11108522	15719710	21604892	30361577	
.	115	2	7	11	22	27	32	37	42	
.	115	20843	228403	5252264	7557808	11269332	15992018	21820541	30361577	
.	116	2	7	11	22	27	32	37	42	
