A	64	2216515	3451265	4596122	6453023	10377456	35342325	
A	65	12	22	27	32	37	41	
A	65	2294472	3563539	4710466	6588274	10532666	35364404	
A	66	12	22	27	32	37	41	
A	66	2238765	3523327	4627703	6459995	10320506	34930237	
A	67	12	22	27	32	37	41	
A	67	2301163	3625632	4726023	6587775	10509590	35415966	
A	68	12	22	27	32	37	41	
A	68	2283874	3624621	4725351	6597806	10542652	35264891	
A	69	12	22	27	32	37	41	
A	69	2557704	3939749	5058719	6911112	10805291	35121960	
A	70	12	22	27	32	37	41	
A	70	2363697	3792789	5018761	6930230	10889755	35383229	
A	71	12	22	27	32	37	41	
A	71	2425832	3865638	5011269	6971703	11011348	35386795	
A	72	12	22	27	32	37	41	
A	72	2365174	3770720	4884704	6792368	10751830	34974120	
A	73	12	22	27	32	37	41	
A	73	2420618	3848417	4983311	6928415	10971336	35380595	
A	74	12	22	27	32	37	41	
A	74	2552740	4005833	5174293	7107951	11133584	35349460	
A	75	12	22	27	32	37	41	
A	75	2451016	3903869	5101652	7071016	11136293	35031742	
A	76	12	22	27	32	37	41	
A	76	2421153	4620134	6015207	9286014	15172701	35349018	
A	77	12	22	27	32	37	41	
A	77	2450205	4195121	5425942	8121972	13134602	35346483	
A	78	12	22	27	32	37	41	
A	78	2238635	3749410	4883209	7129777	11552816	34898694	
A	79	12	22	27	32	37	41	
A	79	2270319	3682235	4773859	6847421	11028619	35382411	
A	80	12	22	27	32	37	41	
A	80	2244176	3606134	4691342	6673468	10680472	35246147	
A	81	12	22	27	32	37	41	
A	81	2248437	3610595	4660591	6602055	10488642	35007681	
A	82	12	22	27	32	37	41	
A	82	2220179	3574477	4649952	6615831	10508307	35329701	
A	83	12	22	27	32	37	41	
A	83	2286175	3654741	4732053	6725773	10599021	35349326	
A	84	12	22	27	32	37	41	
A	84	2230218	3577105	4640533	6625768	10461555	34936870	
A	85	12	22	27	32	37	41	
A	85	2323359	3702744	4795279	6830746	10729367	35371599	
A	86	12	22	27	32	37	41	
A	86	2345232	3749380	4864026	6918244	10813763	35289039	
A	87	12	22	27	32	37	41	
A	87	2260658	3654436	4746363	6793377	10676924	34974078	
A	88	12	22	27	32	37	41	
A	88	2313299	3703575	4814421	6869858	10818867	35322156	
A	89	12	22	27	32	37	41	
A	89	2351089	3773438	4903673	6978567	10986909	35318922	
A	90	12	22	27	32	37	41	
A	90	2315463	3709464	4818201	6870054	10880810	34953418	
A	91	12	22	27	32	37	41	
A	91	2431039	3869930	5001222	7088318	11240226	35388991	
A	92	12	22	27	32	37	41	
A	92	2425467	3896170	5043454	7145541	11356897	35255498	
A	93	12	22	27	32	37	41	
A	93	2401490	3874284	5004055	7092090	11336703	34990778	
A	94	8	12	22	27	32	37	41	
A	94	1050	2473878	3986159	5126980	7249600	11639706	35374968	
A	95	8	12	22	27	32	37	41	
A	95	905	2488864	4015635	5172441	7307868	11802473	35380909	
A	96	12	22	27	32	37	41	
A	96	2500675	4031688	5184929	7286588	11842109	35008713	
A	97	12	22	27	32	37	41	
A	97	2587781	4195908	5364323	7509898	12257704	35415460	
A	98	8	12	22	27	32	37	41	
A	98	3259	2616365	4256544	5449931	7575037	12438111	35305354	
A	99	8	12	22	27	32	37	41	
A	99	4673	2615961	4263015	5460709	7564982	12443962	35014411	
A	100	8	12	22	27	32	37	41	
A	100	6056	2652608	4340066	5568687	7701207	12714191	35359715	
A	101	8	12	22	27	32	37	41	
A	101	7357	2806476	4506007	5772783	7905876	12971071	35346398	
A	102	8	12	22	27	32	37	41	
A	102	9124	2718275	4415430	5667035	7785148	12906617	34984306	
A	103	8	12	22	27	32	37	41	
A	103	14956	2795361	4485761	5805175	7919637	13193649	35384472	
A	104	8	12	22	27	32	37	41	
